Algorithm,Experiment,VMid,RT,Cost,Power
LBA-HB,12,6,7.111,2.400,25.300
LBA-HB,12,7,4.000,2.400,40.400
LBA-HB,12,8,0.000,0.000,0.000
LBA-HB,12,9,16.000,2.400,15.200
LBA-HB,12,10,7.111,2.400,25.300
LBA-HB,12,11,4.000,2.400,40.400
LBA-HB,12,12,0.000,0.000,0.000
LBA-HB,12,13,16.000,2.400,15.200
LBA-HB,12,14,7.111,2.400,25.300
LBA-HB,12,15,4.000,2.400,40.400
LBA-HB,12,16,0.000,0.000,0.000
LBA-HB,12,17,16.000,2.400,15.200
LBA-HB,12,18,7.111,2.400,25.300
LBA-HB,12,19,4.000,2.400,40.400
LBA-HB,12,20,0.000,0.000,0.000
LBA-HB,12,21,16.000,2.400,15.200
LBA-HB,12,22,7.111,2.400,25.300
LBA-HB,12,23,4.000,2.400,40.400
LBA-HB,12,24,0.000,0.000,0.000
LBA-HB,12,25,16.000,2.400,15.200
LBA-HB,12,28,0.000,0.000,0.000
LBA-HB,12,29,16.000,2.400,15.200
LBA-HB,12,26,7.111,2.400,25.300
LBA-HB,12,27,4.000,2.400,40.400
LBA-HB,12,30,7.111,2.400,25.300
LBA-HB,12,31,4.000,2.400,40.400
LBA-HB,12,32,0.000,0.000,0.000
LBA-HB,12,33,16.000,2.400,15.200
LBA-HB,12,34,7.111,2.400,25.300
LBA-HB,12,35,4.500,2.700,45.450
LBA-HB,12,36,0.000,0.000,0.000
LBA-HB,12,37,16.000,2.400,15.200
LBA-HB,12,38,7.111,2.400,25.300
LBA-HB,12,39,4.500,2.700,45.450
LBA-HB,12,40,0.000,0.000,0.000
LBA-HB,12,41,16.000,2.400,15.200
LBA-HB,12,42,7.111,2.400,25.300
LBA-HB,12,44,0.000,0.000,0.000
LBA-HB,12,45,16.000,2.400,15.200
LBA-HB,12,43,4.500,2.700,45.450
LBA-HB,12,46,7.111,2.400,25.300
LBA-HB,12,47,4.500,2.700,45.450
LBA-HB,12,48,0.000,0.000,0.000
LBA-HB,12,49,16.000,2.400,15.200
LBA-HB,13,0,0.000,0.000,0.000
LBA-HB,13,1,20.000,3.000,19.000
LBA-HB,13,2,9.778,3.300,34.788
LBA-HB,13,3,5.500,3.300,55.550
LBA-HB,13,4,0.000,0.000,0.000
LBA-HB,13,5,20.000,3.000,19.000
LBA-HB,13,6,9.778,3.300,34.788
LBA-HB,13,7,5.500,3.300,55.550
LBA-HB,13,8,0.000,0.000,0.000
LBA-HB,13,9,20.000,3.000,19.000
LBA-HB,13,10,9.778,3.300,34.788
LBA-HB,13,11,5.500,3.300,55.550
LBA-HB,13,12,0.000,0.000,0.000
LBA-HB,13,13,20.000,3.000,19.000
LBA-HB,13,14,9.778,3.300,34.788
LBA-HB,13,15,5.500,3.300,55.550
LBA-HB,13,16,0.000,0.000,0.000
LBA-HB,13,17,20.000,3.000,19.000
LBA-HB,13,18,9.778,3.300,34.788
LBA-HB,13,19,5.500,3.300,55.550
LBA-HB,13,20,0.000,0.000,0.000
LBA-HB,13,21,20.000,3.000,19.000
LBA-HB,13,24,0.000,0.000,0.000
LBA-HB,13,28,0.000,0.000,0.000
LBA-HB,13,22,9.778,3.300,34.788
LBA-HB,13,23,5.500,3.300,55.550
LBA-HB,13,25,20.000,3.000,19.000
LBA-HB,13,26,9.778,3.300,34.788
LBA-HB,13,27,5.500,3.300,55.550
LBA-HB,13,29,22.000,3.300,20.900
LBA-HB,13,30,9.778,3.300,34.788
LBA-HB,13,31,5.500,3.300,55.550
LBA-HB,13,32,0.000,0.000,0.000
LBA-HB,13,33,22.000,3.300,20.900
LBA-HB,13,34,9.778,3.300,34.788
LBA-HB,13,36,0.000,0.000,0.000
LBA-HB,13,35,5.500,3.300,55.550
LBA-HB,13,37,22.000,3.300,20.900
LBA-HB,13,38,9.778,3.300,34.788
LBA-HB,13,39,5.500,3.300,55.550
LBA-HB,13,40,0.000,0.000,0.000
LBA-HB,13,41,22.000,3.300,20.900
LBA-HB,13,42,9.778,3.300,34.788
LBA-HB,13,43,5.500,3.300,55.550
LBA-HB,13,44,0.000,0.000,0.000
LBA-HB,13,45,22.000,3.300,20.900
LBA-HB,13,46,9.778,3.300,34.788
LBA-HB,13,47,5.500,3.300,55.550
LBA-HB,13,48,0.000,0.000,0.000
LBA-HB,13,49,22.000,3.300,20.900
LBA-HB,14,0,0.000,0.000,0.000
LBA-HB,14,1,26.000,3.900,24.700
LBA-HB,14,2,11.556,3.900,41.113
LBA-HB,14,3,7.000,4.200,70.700
LBA-HB,14,4,0.000,0.000,0.000
LBA-HB,14,5,26.000,3.900,24.700
LBA-HB,14,6,11.556,3.900,41.113
LBA-HB,14,7,7.000,4.200,70.700
LBA-HB,14,8,0.000,0.000,0.000
LBA-HB,14,9,26.000,3.900,24.700
LBA-HB,14,10,11.556,3.900,41.113
LBA-HB,14,11,7.000,4.200,70.700
LBA-HB,14,12,0.000,0.000,0.000
LBA-HB,14,13,26.000,3.900,24.700
LBA-HB,14,14,11.556,3.900,41.113
LBA-HB,14,15,7.000,4.200,70.700
LBA-HB,14,16,0.000,0.000,0.000
LBA-HB,14,17,26.000,3.900,24.700
LBA-HB,14,20,0.000,0.000,0.000
LBA-HB,14,18,11.556,3.900,41.113
LBA-HB,14,19,7.000,4.200,70.700
LBA-HB,14,21,26.000,3.900,24.700
LBA-HB,14,22,12.444,4.200,44.275
LBA-HB,14,23,7.000,4.200,70.700
LBA-HB,14,24,0.000,0.000,0.000
LBA-HB,14,25,26.000,3.900,24.700
LBA-HB,14,26,12.444,4.200,44.275
LBA-HB,14,27,7.000,4.200,70.700
LBA-HB,14,28,0.000,0.000,0.000
LBA-HB,14,29,26.000,3.900,24.700
LBA-HB,14,30,12.444,4.200,44.275
LBA-HB,14,31,7.000,4.200,70.700
LBA-HB,14,32,0.000,0.000,0.000
LBA-HB,14,33,26.000,3.900,24.700
LBA-HB,14,34,12.444,4.200,44.275
LBA-HB,14,35,7.000,4.200,70.700
LBA-HB,14,36,0.000,0.000,0.000
LBA-HB,14,37,26.000,3.900,24.700
LBA-HB,14,38,12.444,4.200,44.275
LBA-HB,14,40,0.000,0.000,0.000
LBA-HB,14,44,0.000,0.000,0.000
LBA-HB,14,39,7.000,4.200,70.700
LBA-HB,14,41,26.000,3.900,24.700
LBA-HB,14,42,12.444,4.200,44.275
LBA-HB,14,43,7.000,4.200,70.700
LBA-HB,14,45,26.000,3.900,24.700
LBA-HB,14,46,12.444,4.200,44.275
LBA-HB,14,47,7.000,4.200,70.700
LBA-HB,14,48,0.000,0.000,0.000
LBA-HB,14,49,26.000,3.900,24.700
LBA-HB,15,0,0.000,0.000,0.000
LBA-HB,15,1,32.000,4.800,30.400
LBA-HB,15,2,14.222,4.800,50.600
LBA-HB,15,3,8.000,4.800,80.800
LBA-HB,15,4,0.000,0.000,0.000
LBA-HB,15,5,32.000,4.800,30.400
LBA-HB,15,6,14.222,4.800,50.600
LBA-HB,15,7,8.000,4.800,80.800
LBA-HB,15,8,0.000,0.000,0.000
LBA-HB,15,12,0.000,0.000,0.000
LBA-HB,15,9,32.000,4.800,30.400
LBA-HB,15,10,14.222,4.800,50.600
LBA-HB,15,11,8.000,4.800,80.800
LBA-HB,15,13,32.000,4.800,30.400
LBA-HB,15,14,14.222,4.800,50.600
LBA-HB,15,15,8.000,4.800,80.800
LBA-HB,15,16,0.000,0.000,0.000
LBA-HB,15,17,32.000,4.800,30.400
LBA-HB,15,18,14.222,4.800,50.600
LBA-HB,15,19,8.500,5.100,85.850
LBA-HB,15,20,0.000,0.000,0.000
LBA-HB,15,21,32.000,4.800,30.400
LBA-HB,15,24,0.000,0.000,0.000
LBA-HB,15,28,0.000,0.000,0.000
LBA-HB,15,22,14.222,4.800,50.600
LBA-HB,15,23,8.500,5.100,85.850
LBA-HB,15,25,32.000,4.800,30.400
LBA-HB,15,26,14.222,4.800,50.600
LBA-HB,15,27,8.500,5.100,85.850
LBA-HB,15,29,32.000,4.800,30.400
LBA-HB,15,30,14.222,4.800,50.600
LBA-HB,15,31,8.500,5.100,85.850
LBA-HB,15,32,0.000,0.000,0.000
LBA-HB,15,33,32.000,4.800,30.400
LBA-HB,15,34,14.222,4.800,50.600
LBA-HB,15,35,8.500,5.100,85.850
LBA-HB,15,36,0.000,0.000,0.000
LBA-HB,15,37,32.000,4.800,30.400
LBA-HB,15,38,14.222,4.800,50.600
LBA-HB,15,39,8.500,5.100,85.850
LBA-HB,15,40,0.000,0.000,0.000
LBA-HB,15,41,32.000,4.800,30.400
LBA-HB,15,42,14.222,4.800,50.600
LBA-HB,15,43,8.500,5.100,85.850
LBA-HB,15,44,0.000,0.000,0.000
LBA-HB,15,45,32.000,4.800,30.400
LBA-HB,15,46,14.222,4.800,50.600
LBA-HB,15,48,0.000,0.000,0.000
LBA-HB,15,49,32.000,4.800,30.400
LBA-HB,15,47,8.500,5.100,85.850
LBA-HB,16,0,0.000,0.000,0.000
LBA-HB,16,1,36.000,5.400,34.200
LBA-HB,16,2,16.889,5.700,60.088
LBA-HB,16,3,9.500,5.700,95.950
LBA-HB,16,4,0.000,0.000,0.000
LBA-HB,16,5,36.000,5.400,34.200
LBA-HB,16,6,16.889,5.700,60.088
LBA-HB,16,7,9.500,5.700,95.950
LBA-HB,16,8,0.000,0.000,0.000
LBA-HB,16,12,0.000,0.000,0.000
LBA-HB,16,9,36.000,5.400,34.200
LBA-HB,16,10,16.889,5.700,60.088
LBA-HB,16,11,9.500,5.700,95.950
LBA-HB,16,13,38.000,5.700,36.100
LBA-HB,16,14,16.889,5.700,60.088
LBA-HB,16,15,9.500,5.700,95.950
LBA-HB,16,16,0.000,0.000,0.000
LBA-HB,16,17,38.000,5.700,36.100
LBA-HB,16,18,16.889,5.700,60.088
LBA-HB,16,19,9.500,5.700,95.950
LBA-HB,16,20,0.000,0.000,0.000
LBA-HB,16,21,38.000,5.700,36.100
LBA-HB,16,22,16.889,5.700,60.088
LBA-HB,16,23,9.500,5.700,95.950
LBA-HB,16,24,0.000,0.000,0.000
LBA-HB,16,25,38.000,5.700,36.100
LBA-HB,16,26,16.889,5.700,60.088
LBA-HB,16,27,9.500,5.700,95.950
LBA-HB,16,28,0.000,0.000,0.000
LBA-HB,16,29,38.000,5.700,36.100
LBA-HB,16,30,16.889,5.700,60.088
LBA-HB,16,31,9.500,5.700,95.950
LBA-HB,16,32,0.000,0.000,0.000
LBA-HB,16,33,38.000,5.700,36.100
LBA-HB,16,34,16.889,5.700,60.088
LBA-HB,16,35,9.500,5.700,95.950
LBA-HB,16,36,0.000,0.000,0.000
LBA-HB,16,37,38.000,5.700,36.100
LBA-HB,16,38,16.889,5.700,60.088
LBA-HB,16,39,9.500,5.700,95.950
LBA-HB,16,40,0.000,0.000,0.000
LBA-HB,16,41,38.000,5.700,36.100
LBA-HB,16,42,16.889,5.700,60.088
LBA-HB,16,43,9.500,5.700,95.950
LBA-HB,16,44,0.000,0.000,0.000
LBA-HB,16,45,38.000,5.700,36.100
LBA-HB,16,46,16.889,5.700,60.088
LBA-HB,16,48,0.000,0.000,0.000
LBA-HB,16,49,38.000,5.700,36.100
LBA-HB,16,47,9.500,5.700,95.950
LBA-HB,17,0,0.000,0.000,0.000
LBA-HB,17,1,42.000,6.300,39.900
LBA-HB,17,2,18.667,6.300,66.413
LBA-HB,17,3,11.000,6.600,111.100
LBA-HB,17,4,0.000,0.000,0.000
LBA-HB,17,5,42.000,6.300,39.900
LBA-HB,17,6,19.556,6.600,69.575
LBA-HB,17,7,11.000,6.600,111.100
LBA-HB,17,8,0.000,0.000,0.000
LBA-HB,17,12,0.000,0.000,0.000
LBA-HB,17,9,42.000,6.300,39.900
LBA-HB,17,10,19.556,6.600,69.575
LBA-HB,17,11,11.000,6.600,111.100
LBA-HB,17,13,42.000,6.300,39.900
LBA-HB,17,14,19.556,6.600,69.575
LBA-HB,17,15,11.000,6.600,111.100
LBA-HB,17,16,0.000,0.000,0.000
LBA-HB,17,17,42.000,6.300,39.900
LBA-HB,17,18,19.556,6.600,69.575
LBA-HB,17,19,11.000,6.600,111.100
LBA-HB,17,20,0.000,0.000,0.000
LBA-HB,17,21,42.000,6.300,39.900
LBA-HB,17,22,19.556,6.600,69.575
LBA-HB,17,23,11.000,6.600,111.100
LBA-HB,17,24,0.000,0.000,0.000
LBA-HB,17,25,42.000,6.300,39.900
LBA-HB,17,28,0.000,0.000,0.000
LBA-HB,17,29,42.000,6.300,39.900
LBA-HB,17,26,19.556,6.600,69.575
LBA-HB,17,27,11.000,6.600,111.100
LBA-HB,17,30,19.556,6.600,69.575
LBA-HB,17,31,11.000,6.600,111.100
LBA-HB,17,32,0.000,0.000,0.000
LBA-HB,17,33,42.000,6.300,39.900
LBA-HB,17,34,19.556,6.600,69.575
LBA-HB,17,35,11.000,6.600,111.100
LBA-HB,17,36,0.000,0.000,0.000
LBA-HB,17,37,42.000,6.300,39.900
LBA-HB,17,38,19.556,6.600,69.575
LBA-HB,17,39,11.000,6.600,111.100
LBA-HB,17,40,0.000,0.000,0.000
LBA-HB,17,41,42.000,6.300,39.900
LBA-HB,17,42,19.556,6.600,69.575
LBA-HB,17,44,0.000,0.000,0.000
LBA-HB,17,45,42.000,6.300,39.900
LBA-HB,17,43,11.000,6.600,111.100
LBA-HB,17,46,19.556,6.600,69.575
LBA-HB,17,47,11.000,6.600,111.100
LBA-HB,17,48,0.000,0.000,0.000
LBA-HB,17,49,42.000,6.300,39.900
LBA-HB,18,0,0.000,0.000,0.000
LBA-HB,18,1,48.000,7.200,45.600
LBA-HB,18,2,21.333,7.200,75.900
LBA-HB,18,3,12.500,7.500,126.250
LBA-HB,18,4,0.000,0.000,0.000
LBA-HB,18,5,48.000,7.200,45.600
LBA-HB,18,6,21.333,7.200,75.900
LBA-HB,18,7,12.500,7.500,126.250
LBA-HB,18,8,0.000,0.000,0.000
LBA-HB,18,9,48.000,7.200,45.600
LBA-HB,18,10,21.333,7.200,75.900
LBA-HB,18,11,12.500,7.500,126.250
LBA-HB,18,12,0.000,0.000,0.000
LBA-HB,18,13,48.000,7.200,45.600
LBA-HB,18,14,21.333,7.200,75.900
LBA-HB,18,15,12.500,7.500,126.250
LBA-HB,18,16,0.000,0.000,0.000
LBA-HB,18,17,48.000,7.200,45.600
LBA-HB,18,20,0.000,0.000,0.000
LBA-HB,18,18,21.333,7.200,75.900
LBA-HB,18,19,12.500,7.500,126.250
LBA-HB,18,21,48.000,7.200,45.600
LBA-HB,18,22,21.333,7.200,75.900
LBA-HB,18,23,12.500,7.500,126.250
LBA-HB,18,24,0.000,0.000,0.000
LBA-HB,18,25,48.000,7.200,45.600
LBA-HB,18,26,21.333,7.200,75.900
LBA-HB,18,27,12.500,7.500,126.250
LBA-HB,18,28,0.000,0.000,0.000
LBA-HB,18,29,48.000,7.200,45.600
LBA-HB,18,30,21.333,7.200,75.900
LBA-HB,18,31,12.500,7.500,126.250
LBA-HB,18,32,0.000,0.000,0.000
LBA-HB,18,33,48.000,7.200,45.600
LBA-HB,18,34,21.333,7.200,75.900
LBA-HB,18,36,0.000,0.000,0.000
LBA-HB,18,35,12.500,7.500,126.250
LBA-HB,18,37,48.000,7.200,45.600
LBA-HB,18,38,21.333,7.200,75.900
LBA-HB,18,39,12.500,7.500,126.250
LBA-HB,18,40,0.000,0.000,0.000
LBA-HB,18,41,48.000,7.200,45.600
LBA-HB,18,42,21.333,7.200,75.900
LBA-HB,18,43,12.500,7.500,126.250
LBA-HB,18,44,0.000,0.000,0.000
LBA-HB,18,45,48.000,7.200,45.600
LBA-HB,18,46,21.333,7.200,75.900
LBA-HB,18,48,0.000,0.000,0.000
LBA-HB,18,49,48.000,7.200,45.600
LBA-HB,18,47,12.500,7.500,126.250
LBA-HB,19,0,0.000,0.000,0.000
LBA-HB,19,1,54.000,8.100,51.300
LBA-HB,19,2,24.000,8.100,85.387
LBA-HB,19,3,13.500,8.100,136.350
LBA-HB,19,4,0.000,0.000,0.000
LBA-HB,19,5,54.000,8.100,51.300
LBA-HB,19,6,24.000,8.100,85.387
LBA-HB,19,7,13.500,8.100,136.350
LBA-HB,19,8,0.000,0.000,0.000
LBA-HB,19,12,0.000,0.000,0.000
LBA-HB,19,9,54.000,8.100,51.300
LBA-HB,19,10,24.000,8.100,85.387
LBA-HB,19,11,13.500,8.100,136.350
LBA-HB,19,13,54.000,8.100,51.300
LBA-HB,19,14,24.000,8.100,85.387
LBA-HB,19,15,13.500,8.100,136.350
LBA-HB,19,16,0.000,0.000,0.000
LBA-HB,19,17,54.000,8.100,51.300
LBA-HB,19,18,24.000,8.100,85.387
LBA-HB,19,19,13.500,8.100,136.350
LBA-HB,19,20,0.000,0.000,0.000
LBA-HB,19,21,54.000,8.100,51.300
LBA-HB,19,22,24.000,8.100,85.387
LBA-HB,19,23,13.500,8.100,136.350
LBA-HB,19,24,0.000,0.000,0.000
LBA-HB,19,25,54.000,8.100,51.300
LBA-HB,19,26,24.000,8.100,85.387
LBA-HB,19,27,13.500,8.100,136.350
LBA-HB,19,28,0.000,0.000,0.000
LBA-HB,19,29,54.000,8.100,51.300
LBA-HB,19,30,24.000,8.100,85.387
LBA-HB,19,31,13.500,8.100,136.350
LBA-HB,19,32,0.000,0.000,0.000
LBA-HB,19,33,54.000,8.100,51.300
LBA-HB,19,34,24.000,8.100,85.387
LBA-HB,19,35,13.500,8.100,136.350
LBA-HB,19,36,0.000,0.000,0.000
LBA-HB,19,37,54.000,8.100,51.300
LBA-HB,19,38,24.000,8.100,85.387
LBA-HB,19,39,13.500,8.100,136.350
LBA-HB,19,40,0.000,0.000,0.000
LBA-HB,19,41,54.000,8.100,51.300
LBA-HB,19,42,24.000,8.100,85.387
LBA-HB,19,43,13.500,8.100,136.350
LBA-HB,19,44,0.000,0.000,0.000
LBA-HB,19,45,54.000,8.100,51.300
LBA-HB,19,46,24.000,8.100,85.387
LBA-HB,19,48,0.000,0.000,0.000
LBA-HB,19,49,54.000,8.100,51.300
LBA-HB,19,47,14.000,8.400,141.400
LBA-HB,20,0,0.000,0.000,0.000
LBA-HB,20,1,6.000,0.600,3.800
LBA-HB,20,2,4.000,0.900,9.488
LBA-HB,20,3,2.250,0.900,15.150
LBA-HB,20,4,0.000,0.000,0.000
LBA-HB,20,5,6.000,0.600,3.800
LBA-HB,20,6,4.000,0.900,9.488
LBA-HB,20,7,2.250,0.900,15.150
LBA-HB,20,8,0.000,0.000,0.000
LBA-HB,20,12,0.000,0.000,0.000
LBA-HB,20,9,6.000,0.600,3.800
LBA-HB,20,10,4.000,0.900,9.488
LBA-HB,20,11,2.250,0.900,15.150
LBA-HB,20,13,6.000,0.600,3.800
LBA-HB,20,14,4.000,0.900,9.488
LBA-HB,20,15,2.250,0.900,15.150
LBA-HB,20,16,0.000,0.000,0.000
LBA-HB,20,17,6.000,0.600,3.800
LBA-HB,20,18,4.000,0.900,9.488
LBA-HB,20,19,2.250,0.900,15.150
LBA-HB,20,20,0.000,0.000,0.000
LBA-HB,20,21,6.000,0.600,3.800
LBA-HB,20,22,4.000,0.900,9.488
LBA-HB,20,23,2.250,0.900,15.150
LBA-HB,20,24,0.000,0.000,0.000
LBA-HB,20,25,6.000,0.600,3.800
LBA-HB,20,26,4.000,0.900,9.488
LBA-HB,20,27,2.250,0.900,15.150
LBA-HB,20,28,0.000,0.000,0.000
LBA-HB,20,29,6.000,0.600,3.800
LBA-HB,20,30,4.000,0.900,9.488
LBA-HB,20,31,2.250,0.900,15.150
LBA-HB,20,32,0.000,0.000,0.000
LBA-HB,20,33,6.000,0.600,3.800
LBA-HB,20,34,4.000,0.900,9.488
LBA-HB,20,35,2.250,0.900,15.150
LBA-HB,20,36,0.000,0.000,0.000
LBA-HB,20,37,6.000,0.600,3.800
LBA-HB,20,38,4.000,0.900,9.488
LBA-HB,20,39,2.250,0.900,15.150
LBA-HB,20,40,0.000,0.000,0.000
LBA-HB,20,41,6.000,0.600,3.800
LBA-HB,20,42,4.000,0.900,9.488
LBA-HB,20,44,0.000,0.000,0.000
LBA-HB,20,45,9.000,0.900,5.700
LBA-HB,20,43,2.250,0.900,15.150
LBA-HB,20,46,4.000,0.900,9.488
LBA-HB,20,47,2.250,0.900,15.150
LBA-HB,20,48,0.000,0.000,0.000
LBA-HB,20,49,9.000,0.900,5.700
LBA-HB,21,0,0.000,0.000,0.000
LBA-HB,21,1,15.000,1.500,9.500
LBA-HB,21,2,6.667,1.500,15.813
LBA-HB,21,3,4.500,1.800,30.300
LBA-HB,21,4,0.000,0.000,0.000
LBA-HB,21,5,15.000,1.500,9.500
LBA-HB,21,6,6.667,1.500,15.813
LBA-HB,21,7,4.500,1.800,30.300
LBA-HB,21,8,0.000,0.000,0.000
LBA-HB,21,9,15.000,1.500,9.500
LBA-HB,21,10,6.667,1.500,15.813
LBA-HB,21,11,4.500,1.800,30.300
LBA-HB,21,12,0.000,0.000,0.000
LBA-HB,21,13,15.000,1.500,9.500
LBA-HB,21,14,6.667,1.500,15.813
LBA-HB,21,15,4.500,1.800,30.300
LBA-HB,21,16,0.000,0.000,0.000
LBA-HB,21,17,15.000,1.500,9.500
LBA-HB,21,18,6.667,1.500,15.813
LBA-HB,21,19,4.500,1.800,30.300
LBA-HB,21,20,0.000,0.000,0.000
LBA-HB,21,21,15.000,1.500,9.500
LBA-HB,21,22,6.667,1.500,15.813
LBA-HB,21,23,4.500,1.800,30.300
LBA-HB,21,24,0.000,0.000,0.000
LBA-HB,21,25,15.000,1.500,9.500
LBA-HB,21,26,6.667,1.500,15.813
LBA-HB,21,27,4.500,1.800,30.300
LBA-HB,21,28,0.000,0.000,0.000
LBA-HB,21,29,15.000,1.500,9.500
LBA-HB,21,30,6.667,1.500,15.813
LBA-HB,21,31,4.500,1.800,30.300
LBA-HB,21,32,0.000,0.000,0.000
LBA-HB,21,33,15.000,1.500,9.500
LBA-HB,21,34,6.667,1.500,15.813
LBA-HB,21,36,0.000,0.000,0.000
LBA-HB,21,35,4.500,1.800,30.300
LBA-HB,21,37,15.000,1.500,9.500
LBA-HB,21,38,8.000,1.800,18.975
LBA-HB,21,39,4.500,1.800,30.300
LBA-HB,21,40,0.000,0.000,0.000
LBA-HB,21,41,15.000,1.500,9.500
LBA-HB,21,42,8.000,1.800,18.975
LBA-HB,21,43,4.500,1.800,30.300
LBA-HB,21,44,0.000,0.000,0.000
LBA-HB,21,45,15.000,1.500,9.500
LBA-HB,21,46,8.000,1.800,18.975
LBA-HB,21,48,0.000,0.000,0.000
LBA-HB,21,49,15.000,1.500,9.500
LBA-HB,21,47,4.500,1.800,30.300
LBA-HB,22,0,0.000,0.000,0.000
LBA-HB,22,1,24.000,2.400,15.200
LBA-HB,22,2,10.667,2.400,25.300
LBA-HB,22,3,6.000,2.400,40.400
LBA-HB,22,4,0.000,0.000,0.000
LBA-HB,22,5,24.000,2.400,15.200
LBA-HB,22,6,10.667,2.400,25.300
LBA-HB,22,7,6.000,2.400,40.400
LBA-HB,22,8,0.000,0.000,0.000
LBA-HB,22,9,24.000,2.400,15.200
LBA-HB,22,10,10.667,2.400,25.300
LBA-HB,22,11,6.000,2.400,40.400
LBA-HB,22,12,0.000,0.000,0.000
LBA-HB,22,13,24.000,2.400,15.200
LBA-HB,22,14,10.667,2.400,25.300
LBA-HB,22,15,6.000,2.400,40.400
LBA-HB,22,16,0.000,0.000,0.000
LBA-HB,22,17,24.000,2.400,15.200
LBA-HB,22,20,0.000,0.000,0.000
LBA-HB,22,18,10.667,2.400,25.300
LBA-HB,22,19,6.000,2.400,40.400
LBA-HB,22,21,24.000,2.400,15.200
LBA-HB,22,22,10.667,2.400,25.300
LBA-HB,22,23,6.000,2.400,40.400
LBA-HB,22,24,0.000,0.000,0.000
LBA-HB,22,25,24.000,2.400,15.200
LBA-HB,22,26,10.667,2.400,25.300
LBA-HB,22,27,6.000,2.400,40.400
LBA-HB,22,28,0.000,0.000,0.000
LBA-HB,22,29,24.000,2.400,15.200
LBA-HB,22,30,10.667,2.400,25.300
LBA-HB,22,31,6.000,2.400,40.400
LBA-HB,22,32,0.000,0.000,0.000
LBA-HB,22,33,24.000,2.400,15.200
LBA-HB,22,34,10.667,2.400,25.300
LBA-HB,22,36,0.000,0.000,0.000
LBA-HB,22,35,6.750,2.700,45.450
LBA-HB,22,37,24.000,2.400,15.200
LBA-HB,22,38,10.667,2.400,25.300
LBA-HB,22,39,6.750,2.700,45.450
LBA-HB,22,40,0.000,0.000,0.000
LBA-HB,22,41,24.000,2.400,15.200
LBA-HB,22,42,10.667,2.400,25.300
LBA-HB,22,43,6.750,2.700,45.450
LBA-HB,22,44,0.000,0.000,0.000
LBA-HB,22,45,24.000,2.400,15.200
LBA-HB,22,46,10.667,2.400,25.300
LBA-HB,22,47,6.750,2.700,45.450
LBA-HB,22,48,0.000,0.000,0.000
LBA-HB,22,49,24.000,2.400,15.200
LBA-HB,23,0,0.000,0.000,0.000
LBA-HB,23,1,30.000,3.000,19.000
LBA-HB,23,2,14.667,3.300,34.788
LBA-HB,23,3,8.250,3.300,55.550
LBA-HB,23,4,0.000,0.000,0.000
LBA-HB,23,5,30.000,3.000,19.000
LBA-HB,23,6,14.667,3.300,34.788
LBA-HB,23,7,8.250,3.300,55.550
LBA-HB,23,8,0.000,0.000,0.000
LBA-HB,23,9,30.000,3.000,19.000
LBA-HB,23,10,14.667,3.300,34.788
LBA-HB,23,11,8.250,3.300,55.550
LBA-HB,23,12,0.000,0.000,0.000
LBA-HB,23,13,30.000,3.000,19.000
LBA-HB,23,14,14.667,3.300,34.788
LBA-HB,23,15,8.250,3.300,55.550
LBA-HB,23,16,0.000,0.000,0.000
LBA-HB,23,17,30.000,3.000,19.000
LBA-HB,23,20,0.000,0.000,0.000
LBA-HB,23,18,14.667,3.300,34.788
LBA-HB,23,19,8.250,3.300,55.550
LBA-HB,23,21,30.000,3.000,19.000
LBA-HB,23,22,14.667,3.300,34.788
LBA-HB,23,23,8.250,3.300,55.550
LBA-HB,23,24,0.000,0.000,0.000
LBA-HB,23,25,30.000,3.000,19.000
LBA-HB,23,26,14.667,3.300,34.788
LBA-HB,23,27,8.250,3.300,55.550
LBA-HB,23,28,0.000,0.000,0.000
LBA-HB,23,29,33.000,3.300,20.900
LBA-HB,23,30,14.667,3.300,34.788
LBA-HB,23,31,8.250,3.300,55.550
LBA-HB,23,32,0.000,0.000,0.000
LBA-HB,23,33,33.000,3.300,20.900
LBA-HB,23,34,14.667,3.300,34.788
LBA-HB,23,35,8.250,3.300,55.550
LBA-HB,23,36,0.000,0.000,0.000
LBA-HB,23,37,33.000,3.300,20.900
LBA-HB,23,38,14.667,3.300,34.788
LBA-HB,23,39,8.250,3.300,55.550
LBA-HB,23,40,0.000,0.000,0.000
LBA-HB,23,41,33.000,3.300,20.900
LBA-HB,23,42,14.667,3.300,34.788
LBA-HB,23,43,8.250,3.300,55.550
LBA-HB,23,44,0.000,0.000,0.000
LBA-HB,23,45,33.000,3.300,20.900
LBA-HB,23,46,14.667,3.300,34.788
LBA-HB,23,47,8.250,3.300,55.550
LBA-HB,23,48,0.000,0.000,0.000
LBA-HB,23,49,33.000,3.300,20.900
LBA-HB,24,0,0.000,0.000,0.000
LBA-HB,24,1,39.000,3.900,24.700
LBA-HB,24,2,17.333,3.900,41.113
LBA-HB,24,3,10.500,4.200,70.700
LBA-HB,24,4,0.000,0.000,0.000
LBA-HB,24,5,39.000,3.900,24.700
LBA-HB,24,6,17.333,3.900,41.113
LBA-HB,24,7,10.500,4.200,70.700
LBA-HB,24,8,0.000,0.000,0.000
LBA-HB,24,12,0.000,0.000,0.000
LBA-HB,24,9,39.000,3.900,24.700
LBA-HB,24,10,17.333,3.900,41.113
LBA-HB,24,11,10.500,4.200,70.700
