type,experiment_number,VM_ID,VM_exTime,VM_costPerStorage,VM_powerCompsuption
FUZZY,12,28,8.000,0.300,0.950
FUZZY,12,29,6.000,0.900,5.700
FUZZY,12,26,4.444,1.500,15.813
FUZZY,12,27,6.500,3.900,65.650
FUZZY,12,30,0.889,0.300,3.163
FUZZY,12,31,5.000,3.000,50.500
FUZZY,12,32,8.000,0.300,0.950
FUZZY,12,33,2.000,0.300,1.900
FUZZY,12,34,7.111,2.400,25.300
FUZZY,12,35,3.500,2.100,35.350
FUZZY,12,36,8.000,0.300,0.950
FUZZY,12,37,8.000,1.200,7.600
FUZZY,12,38,2.667,0.900,9.488
FUZZY,12,40,8.000,0.300,0.950
FUZZY,12,44,0.000,0.000,0.000
FUZZY,12,39,5.000,3.000,50.500
FUZZY,12,41,10.000,1.500,9.500
FUZZY,12,42,2.667,0.900,9.488
FUZZY,12,43,7.000,4.200,70.700
FUZZY,12,45,8.000,1.200,7.600
FUZZY,12,46,5.333,1.800,18.975
FUZZY,12,47,7.500,4.500,75.750
FUZZY,12,48,8.000,0.300,0.950
FUZZY,12,49,0.000,0.000,0.000
FUZZY,13,0,8.000,0.300,0.950
FUZZY,13,1,10.000,1.500,9.500
FUZZY,13,2,8.889,3.000,31.625
FUZZY,13,3,8.500,5.100,85.850
FUZZY,13,4,8.000,0.300,0.950
FUZZY,13,5,8.000,1.200,7.600
FUZZY,13,6,6.222,2.100,22.138
FUZZY,13,7,10.500,6.300,106.050
FUZZY,13,8,8.000,0.300,0.950
FUZZY,13,12,8.000,0.300,0.950
FUZZY,13,9,6.000,0.900,5.700
FUZZY,13,10,4.444,1.500,15.813
FUZZY,13,11,9.500,5.700,95.950
FUZZY,13,13,4.000,0.600,3.800
FUZZY,13,14,5.333,1.800,18.975
FUZZY,13,15,10.000,6.000,101.000
FUZZY,13,16,40.000,1.500,4.750
FUZZY,13,17,2.000,0.300,1.900
FUZZY,13,18,8.889,3.000,31.625
FUZZY,13,19,10.500,6.300,106.050
FUZZY,13,20,8.000,0.300,0.950
FUZZY,13,21,2.000,0.300,1.900
FUZZY,13,24,0.000,0.000,0.000
FUZZY,13,28,8.000,0.300,0.950
FUZZY,13,22,8.889,3.000,31.625
FUZZY,13,23,6.000,3.600,60.600
FUZZY,13,25,10.000,1.500,9.500
FUZZY,13,26,8.889,3.000,31.625
FUZZY,13,27,10.500,6.300,106.050
FUZZY,13,29,8.000,1.200,7.600
FUZZY,13,30,4.444,1.500,15.813
FUZZY,13,31,9.500,5.700,95.950
FUZZY,13,32,8.000,0.300,0.950
FUZZY,13,33,6.000,0.900,5.700
FUZZY,13,34,8.889,3.000,31.625
FUZZY,13,35,9.000,5.400,90.900
FUZZY,13,36,8.000,0.300,0.950
FUZZY,13,37,8.000,1.200,7.600
FUZZY,13,38,3.556,1.200,12.650
FUZZY,13,39,10.000,6.000,101.000
FUZZY,13,40,8.000,0.300,0.950
FUZZY,13,41,2.000,0.300,1.900
FUZZY,13,42,9.778,3.300,34.788
FUZZY,13,44,8.000,0.300,0.950
FUZZY,13,45,10.000,1.500,9.500
FUZZY,13,43,9.500,5.700,95.950
FUZZY,13,46,9.778,3.300,34.788
FUZZY,13,47,10.000,6.000,101.000
FUZZY,13,48,16.000,0.600,1.900
FUZZY,13,49,2.000,0.300,1.900
FUZZY,14,0,8.000,0.300,0.950
FUZZY,14,1,8.000,1.200,7.600
FUZZY,14,2,8.000,2.700,28.463
FUZZY,14,3,12.000,7.200,121.200
FUZZY,14,4,0.000,0.000,0.000
FUZZY,14,5,12.000,1.800,11.400
FUZZY,14,6,5.333,1.800,18.975
FUZZY,14,7,9.000,5.400,90.900
FUZZY,14,8,16.000,0.600,1.900
FUZZY,14,9,14.000,2.100,13.300
FUZZY,14,10,3.556,1.200,12.650
FUZZY,14,11,13.500,8.100,136.350
FUZZY,14,12,8.000,0.300,0.950
FUZZY,14,13,12.000,1.800,11.400
FUZZY,14,14,8.000,2.700,28.463
FUZZY,14,15,9.500,5.700,95.950
FUZZY,14,16,0.000,0.000,0.000
FUZZY,14,17,8.000,1.200,7.600
FUZZY,14,18,13.333,4.500,47.438
FUZZY,14,19,10.500,6.300,106.050
FUZZY,14,20,8.000,0.300,0.950
FUZZY,14,21,12.000,1.800,11.400
FUZZY,14,24,8.000,0.300,0.950
FUZZY,14,28,0.000,0.000,0.000
FUZZY,14,22,10.667,3.600,37.950
FUZZY,14,23,12.500,7.500,126.250
FUZZY,14,25,10.000,1.500,9.500
FUZZY,14,26,8.889,3.000,31.625
FUZZY,14,27,13.500,8.100,136.350
FUZZY,14,29,8.000,1.200,7.600
FUZZY,14,30,9.778,3.300,34.788
FUZZY,14,31,12.000,7.200,121.200
FUZZY,14,32,8.000,0.300,0.950
FUZZY,14,33,14.000,2.100,13.300
FUZZY,14,34,8.000,2.700,28.463
FUZZY,14,35,12.000,7.200,121.200
FUZZY,14,36,8.000,0.300,0.950
FUZZY,14,37,10.000,1.500,9.500
FUZZY,14,38,9.778,3.300,34.788
FUZZY,14,40,8.000,0.300,0.950
FUZZY,14,44,0.000,0.000,0.000
FUZZY,14,39,12.500,7.500,126.250
FUZZY,14,41,14.000,2.100,13.300
FUZZY,14,42,7.111,2.400,25.300
FUZZY,14,43,11.500,6.900,116.150
FUZZY,14,45,10.000,1.500,9.500
FUZZY,14,46,13.333,4.500,47.438
FUZZY,14,48,0.000,0.000,0.000
FUZZY,14,49,10.000,1.500,9.500
FUZZY,14,47,12.500,7.500,126.250
FUZZY,15,0,8.000,0.300,0.950
FUZZY,15,1,16.000,2.400,15.200
FUZZY,15,2,12.444,4.200,44.275
FUZZY,15,3,14.500,8.700,146.450
FUZZY,15,4,8.000,0.300,0.950
FUZZY,15,5,8.000,1.200,7.600
FUZZY,15,6,12.444,4.200,44.275
FUZZY,15,7,10.000,6.000,101.000
FUZZY,15,8,32.000,1.200,3.800
FUZZY,15,9,12.000,1.800,11.400
FUZZY,15,10,11.556,3.900,41.113
FUZZY,15,11,16.000,9.600,161.600
FUZZY,15,12,32.000,1.200,3.800
FUZZY,15,13,14.000,2.100,13.300
FUZZY,15,14,13.333,4.500,47.438
FUZZY,15,15,13.000,7.800,131.300
FUZZY,15,16,16.000,0.600,1.900
FUZZY,15,17,8.000,1.200,7.600
FUZZY,15,18,13.333,4.500,47.438
FUZZY,15,19,14.000,8.400,141.400
FUZZY,15,20,8.000,0.300,0.950
FUZZY,15,21,14.000,2.100,13.300
FUZZY,15,24,16.000,0.600,1.900
FUZZY,15,28,32.000,1.200,3.800
FUZZY,15,22,11.556,3.900,41.113
FUZZY,15,23,13.000,7.800,131.300
FUZZY,15,25,14.000,2.100,13.300
FUZZY,15,26,12.444,4.200,44.275
FUZZY,15,27,13.500,8.100,136.350
FUZZY,15,29,18.000,2.700,17.100
FUZZY,15,30,10.667,3.600,37.950
FUZZY,15,31,9.000,5.400,90.900
FUZZY,15,32,8.000,0.300,0.950
FUZZY,15,33,14.000,2.100,13.300
FUZZY,15,34,18.667,6.300,66.413
FUZZY,15,35,9.500,5.700,95.950
FUZZY,15,36,8.000,0.300,0.950
FUZZY,15,37,10.000,1.500,9.500
FUZZY,15,38,8.889,3.000,31.625
FUZZY,15,39,11.500,6.900,116.150
FUZZY,15,40,16.000,0.600,1.900
FUZZY,15,41,8.000,1.200,7.600
FUZZY,15,42,8.889,3.000,31.625
FUZZY,15,44,32.000,1.200,3.800
FUZZY,15,45,18.000,2.700,17.100
FUZZY,15,43,12.500,7.500,126.250
FUZZY,15,46,9.778,3.300,34.788
FUZZY,15,47,14.500,8.700,146.450
FUZZY,15,48,0.000,0.000,0.000
FUZZY,15,49,8.000,1.200,7.600
FUZZY,16,0,0.000,0.000,0.000
FUZZY,16,1,12.000,1.800,11.400
FUZZY,16,2,11.556,3.900,41.113
FUZZY,16,3,12.500,7.500,126.250
FUZZY,16,4,0.000,0.000,0.000
FUZZY,16,5,22.000,3.300,20.900
FUZZY,16,6,10.667,3.600,37.950
FUZZY,16,7,15.500,9.300,156.550
FUZZY,16,8,24.000,0.900,2.850
FUZZY,16,9,20.000,3.000,19.000
FUZZY,16,10,14.222,4.800,50.600
FUZZY,16,11,9.500,5.700,95.950
FUZZY,16,12,16.000,0.600,1.900
FUZZY,16,13,18.000,2.700,17.100
FUZZY,16,14,17.778,6.000,63.250
FUZZY,16,15,16.000,9.600,161.600
FUZZY,16,16,24.000,0.900,2.850
FUZZY,16,17,12.000,1.800,11.400
FUZZY,16,20,0.000,0.000,0.000
FUZZY,16,18,11.556,3.900,41.113
FUZZY,16,19,14.000,8.400,141.400
FUZZY,16,21,22.000,3.300,20.900
FUZZY,16,22,9.778,3.300,34.788
FUZZY,16,23,11.500,6.900,116.150
FUZZY,16,24,16.000,0.600,1.900
FUZZY,16,25,20.000,3.000,19.000
FUZZY,16,26,29.333,9.900,104.362
FUZZY,16,27,13.000,7.800,131.300
FUZZY,16,28,16.000,0.600,1.900
FUZZY,16,29,24.000,3.600,22.800
FUZZY,16,30,9.778,3.300,34.788
FUZZY,16,31,13.500,8.100,136.350
FUZZY,16,32,16.000,0.600,1.900
FUZZY,16,33,24.000,3.600,22.800
FUZZY,16,34,20.444,6.900,72.738
FUZZY,16,35,14.000,8.400,141.400
FUZZY,16,36,16.000,0.600,1.900
FUZZY,16,37,12.000,1.800,11.400
FUZZY,16,38,10.667,3.600,37.950
FUZZY,16,39,14.500,8.700,146.450
FUZZY,16,40,8.000,0.300,0.950
FUZZY,16,41,18.000,2.700,17.100
FUZZY,16,42,16.889,5.700,60.088
FUZZY,16,43,15.500,9.300,156.550
FUZZY,16,44,8.000,0.300,0.950
FUZZY,16,45,14.000,2.100,13.300
FUZZY,16,46,18.667,6.300,66.413
FUZZY,16,47,13.500,8.100,136.350
FUZZY,16,48,16.000,0.600,1.900
FUZZY,16,49,14.000,2.100,13.300
FUZZY,17,0,8.000,0.300,0.950
FUZZY,17,1,26.000,3.900,24.700
FUZZY,17,2,13.333,4.500,47.438
FUZZY,17,3,14.500,8.700,146.450
FUZZY,17,4,8.000,0.300,0.950
FUZZY,17,5,16.000,2.400,15.200
FUZZY,17,6,26.667,9.000,94.875
FUZZY,17,7,13.500,8.100,136.350
FUZZY,17,8,24.000,0.900,2.850
FUZZY,17,9,24.000,3.600,22.800
FUZZY,17,10,9.778,3.300,34.788
FUZZY,17,11,15.000,9.000,151.500
FUZZY,17,12,0.000,0.000,0.000
FUZZY,17,13,22.000,3.300,20.900
FUZZY,17,14,11.556,3.900,41.113
FUZZY,17,15,11.000,6.600,111.100
FUZZY,17,16,24.000,0.900,2.850
FUZZY,17,17,16.000,2.400,15.200
FUZZY,17,18,18.667,6.300,66.413
FUZZY,17,19,17.500,10.500,176.750
FUZZY,17,20,0.000,0.000,0.000
FUZZY,17,21,28.000,4.200,26.600
FUZZY,17,22,14.222,4.800,50.600
FUZZY,17,23,16.000,9.600,161.600
FUZZY,17,24,0.000,0.000,0.000
FUZZY,17,25,16.000,2.400,15.200
FUZZY,17,26,40.889,13.800,145.475
FUZZY,17,27,12.000,7.200,121.200
FUZZY,17,28,0.000,0.000,0.000
FUZZY,17,29,20.000,3.000,19.000
FUZZY,17,30,9.778,3.300,34.788
FUZZY,17,31,12.500,7.500,126.250
FUZZY,17,32,8.000,0.300,0.950
FUZZY,17,33,8.000,1.200,7.600
FUZZY,17,34,19.556,6.600,69.575
FUZZY,17,35,16.000,9.600,161.600
FUZZY,17,36,0.000,0.000,0.000
FUZZY,17,37,28.000,4.200,26.600
FUZZY,17,38,11.556,3.900,41.113
FUZZY,17,39,15.000,9.000,151.500
FUZZY,17,40,0.000,0.000,0.000
FUZZY,17,41,24.000,3.600,22.800
FUZZY,17,42,18.667,6.300,66.413
FUZZY,17,43,16.000,9.600,161.600
FUZZY,17,44,24.000,0.900,2.850
FUZZY,17,45,16.000,2.400,15.200
FUZZY,17,46,25.778,8.700,91.712
FUZZY,17,47,20.000,12.000,202.000
FUZZY,17,48,16.000,0.600,1.900
FUZZY,17,49,20.000,3.000,19.000
FUZZY,18,0,24.000,0.900,2.850
FUZZY,18,1,30.000,4.500,28.500
FUZZY,18,2,24.000,8.100,85.387
FUZZY,18,3,17.000,10.200,171.700
FUZZY,18,4,8.000,0.300,0.950
FUZZY,18,5,34.000,5.100,32.300
FUZZY,18,6,14.222,4.800,50.600
FUZZY,18,7,14.500,8.700,146.450
FUZZY,18,8,56.000,2.100,6.650
FUZZY,18,9,20.000,3.000,19.000
FUZZY,18,10,22.222,7.500,79.063
FUZZY,18,11,20.000,12.000,202.000
FUZZY,18,12,48.000,1.800,5.700
FUZZY,18,13,20.000,3.000,19.000
FUZZY,18,14,12.444,4.200,44.275
FUZZY,18,15,8.500,5.100,85.850
FUZZY,18,16,32.000,1.200,3.800
FUZZY,18,17,26.000,3.900,24.700
FUZZY,18,18,15.111,5.100,53.763
FUZZY,18,19,13.000,7.800,131.300
FUZZY,18,20,32.000,1.200,3.800
FUZZY,18,21,26.000,3.900,24.700
FUZZY,18,24,0.000,0.000,0.000
FUZZY,18,28,40.000,1.500,4.750
FUZZY,18,22,16.889,5.700,60.088
FUZZY,18,23,18.000,10.800,181.800
FUZZY,18,25,28.000,4.200,26.600
FUZZY,18,26,21.333,7.200,75.900
FUZZY,18,27,17.500,10.500,176.750
FUZZY,18,29,24.000,3.600,22.800
FUZZY,18,30,23.111,7.800,82.225
FUZZY,18,31,21.500,12.900,217.150
FUZZY,18,32,40.000,1.500,4.750
FUZZY,18,33,14.000,2.100,13.300
FUZZY,18,34,16.889,5.700,60.088
FUZZY,18,36,64.000,2.400,7.600
FUZZY,18,35,18.500,11.100,186.850
FUZZY,18,37,16.000,2.400,15.200
FUZZY,18,38,18.667,6.300,66.413
FUZZY,18,39,14.500,8.700,146.450
FUZZY,18,40,48.000,1.800,5.700
FUZZY,18,41,28.000,4.200,26.600
FUZZY,18,42,20.444,6.900,72.738
FUZZY,18,44,24.000,0.900,2.850
FUZZY,18,45,18.000,2.700,17.100
FUZZY,18,43,15.500,9.300,156.550
FUZZY,18,46,23.111,7.800,82.225
FUZZY,18,47,17.000,10.200,171.700
FUZZY,18,48,16.000,0.600,1.900
FUZZY,18,49,24.000,3.600,22.800
FUZZY,19,0,8.000,0.300,0.950
FUZZY,19,1,28.000,4.200,26.600
FUZZY,19,2,18.667,6.300,66.413
FUZZY,19,3,20.000,12.000,202.000
FUZZY,19,4,64.000,2.400,7.600
FUZZY,19,5,24.000,3.600,22.800
FUZZY,19,6,24.889,8.400,88.550
FUZZY,19,7,14.500,8.700,146.450
FUZZY,19,8,16.000,0.600,1.900
FUZZY,19,12,40.000,1.500,4.750
FUZZY,19,9,26.000,3.900,24.700
FUZZY,19,10,15.111,5.100,53.763
FUZZY,19,11,18.000,10.800,181.800
FUZZY,19,13,28.000,4.200,26.600
FUZZY,19,14,20.444,6.900,72.738
FUZZY,19,15,18.000,10.800,181.800
FUZZY,19,16,56.000,2.100,6.650
FUZZY,19,17,24.000,3.600,22.800
FUZZY,19,18,22.222,7.500,79.063
FUZZY,19,19,18.000,10.800,181.800
FUZZY,19,20,0.000,0.000,0.000
FUZZY,19,21,34.000,5.100,32.300
FUZZY,19,24,16.000,0.600,1.900
FUZZY,19,28,24.000,0.900,2.850
FUZZY,19,22,23.111,7.800,82.225
FUZZY,19,23,20.000,12.000,202.000
FUZZY,19,25,14.000,2.100,13.300
FUZZY,19,26,17.778,6.000,63.250
FUZZY,19,27,14.000,8.400,141.400
FUZZY,19,29,28.000,4.200,26.600
FUZZY,19,30,19.556,6.600,69.575
FUZZY,19,31,21.500,12.900,217.150
FUZZY,19,32,32.000,1.200,3.800
FUZZY,19,33,32.000,4.800,30.400
FUZZY,19,34,20.444,6.900,72.738
FUZZY,19,35,16.000,9.600,161.600
FUZZY,19,36,48.000,1.800,5.700
FUZZY,19,37,36.000,5.400,34.200
FUZZY,19,38,21.333,7.200,75.900
FUZZY,19,40,16.000,0.600,1.900
FUZZY,19,44,48.000,1.800,5.700
FUZZY,19,39,16.500,9.900,166.650
FUZZY,19,41,44.000,6.600,41.800
FUZZY,19,42,16.000,5.400,56.925
FUZZY,19,43,14.500,8.700,146.450
FUZZY,19,45,30.000,4.500,28.500
FUZZY,19,46,19.556,6.600,69.575
FUZZY,19,47,31.000,18.600,313.100
FUZZY,19,48,0.000,0.000,0.000
FUZZY,19,49,28.000,4.200,26.600
FUZZY,20,0,12.000,0.300,0.950
FUZZY,20,1,3.000,0.300,1.900
FUZZY,20,2,1.333,0.300,3.163
FUZZY,20,3,0.000,0.000,0.000
FUZZY,20,4,0.000,0.000,0.000
FUZZY,20,5,3.000,0.300,1.900
FUZZY,20,6,1.333,0.300,3.163
FUZZY,20,7,0.000,0.000,0.000
FUZZY,20,8,12.000,0.300,0.950
FUZZY,20,9,9.000,0.900,5.700
FUZZY,20,10,4.000,0.900,9.488
FUZZY,20,11,1.500,0.600,10.100
FUZZY,20,12,0.000,0.000,0.000
FUZZY,20,13,3.000,0.300,1.900
FUZZY,20,14,1.333,0.300,3.163
FUZZY,20,15,2.250,0.900,15.150
FUZZY,20,16,12.000,0.300,0.950
FUZZY,20,17,0.000,0.000,0.000
FUZZY,20,20,0.000,0.000,0.000
FUZZY,20,18,1.333,0.300,3.163
FUZZY,20,19,0.000,0.000,0.000
FUZZY,20,21,0.000,0.000,0.000
FUZZY,20,22,4.000,0.900,9.488
FUZZY,20,23,0.750,0.300,5.050
FUZZY,20,24,0.000,0.000,0.000
FUZZY,20,25,6.000,0.600,3.800
FUZZY,20,26,6.667,1.500,15.813
FUZZY,20,27,1.500,0.600,10.100
FUZZY,20,28,0.000,0.000,0.000
FUZZY,20,29,3.000,0.300,1.900
FUZZY,20,30,5.333,1.200,12.650
FUZZY,20,31,1.500,0.600,10.100
FUZZY,20,32,12.000,0.300,0.950
FUZZY,20,33,3.000,0.300,1.900
FUZZY,20,34,0.000,0.000,0.000
FUZZY,20,35,0.000,0.000,0.000
FUZZY,20,36,0.000,0.000,0.000
FUZZY,20,37,3.000,0.300,1.900
FUZZY,20,38,1.333,0.300,3.163
FUZZY,20,40,12.000,0.300,0.950
FUZZY,20,44,0.000,0.000,0.000
FUZZY,20,39,0.000,0.000,0.000
FUZZY,20,41,6.000,0.600,3.800
FUZZY,20,42,4.000,0.900,9.488
FUZZY,20,43,1.500,0.600,10.100
FUZZY,20,45,3.000,0.300,1.900
FUZZY,20,46,1.333,0.300,3.163
FUZZY,20,47,0.000,0.000,0.000
FUZZY,20,48,0.000,0.000,0.000
FUZZY,20,49,0.000,0.000,0.000
FUZZY,21,0,12.000,0.300,0.950
FUZZY,21,1,3.000,0.300,1.900
FUZZY,21,2,2.667,0.600,6.325
FUZZY,21,3,7.500,3.000,50.500
FUZZY,21,4,12.000,0.300,0.950
FUZZY,21,5,6.000,0.600,3.800
FUZZY,21,6,4.000,0.900,9.488
FUZZY,21,7,6.750,2.700,45.450
FUZZY,21,8,12.000,0.300,0.950
FUZZY,21,12,12.000,0.300,0.950
FUZZY,21,9,0.000,0.000,0.000
FUZZY,21,10,4.000,0.900,9.488
FUZZY,21,11,3.750,1.500,25.250
FUZZY,21,13,3.000,0.300,1.900
FUZZY,21,14,4.000,0.900,9.488
FUZZY,21,15,5.250,2.100,35.350
FUZZY,21,16,12.000,0.300,0.950
FUZZY,21,17,3.000,0.300,1.900
FUZZY,21,18,2.667,0.600,6.325
FUZZY,21,19,3.000,1.200,20.200
FUZZY,21,20,12.000,0.300,0.950
FUZZY,21,21,3.000,0.300,1.900
FUZZY,21,22,6.667,1.500,15.813
FUZZY,21,23,3.750,1.500,25.250
FUZZY,21,24,12.000,0.300,0.950
FUZZY,21,25,12.000,1.200,7.600
FUZZY,21,26,18.667,4.200,44.275
FUZZY,21,27,3.000,1.200,20.200
FUZZY,21,28,12.000,0.300,0.950
FUZZY,21,29,6.000,0.600,3.800
FUZZY,21,30,5.333,1.200,12.650
FUZZY,21,31,3.750,1.500,25.250
FUZZY,21,32,12.000,0.300,0.950
FUZZY,21,33,3.000,0.300,1.900
FUZZY,21,34,5.333,1.200,12.650
FUZZY,21,35,3.000,1.200,20.200
FUZZY,21,36,12.000,0.300,0.950
FUZZY,21,37,3.000,0.300,1.900
FUZZY,21,38,1.333,0.300,3.163
FUZZY,21,39,5.250,2.100,35.350
FUZZY,21,40,12.000,0.300,0.950
FUZZY,21,41,12.000,1.200,7.600
FUZZY,21,42,4.000,0.900,9.488
FUZZY,21,43,6.750,2.700,45.450
FUZZY,21,44,12.000,0.300,0.950
FUZZY,21,45,6.000,0.600,3.800
FUZZY,21,46,4.000,0.900,9.488
FUZZY,21,47,6.750,2.700,45.450
FUZZY,21,48,0.000,0.000,0.000
FUZZY,21,49,3.000,0.300,1.900
FUZZY,22,0,12.000,0.300,0.950
FUZZY,22,1,6.000,0.600,3.800
FUZZY,22,2,5.333,1.200,12.650
FUZZY,22,3,11.250,4.500,75.750
FUZZY,22,4,12.000,0.300,0.950
FUZZY,22,5,6.000,0.600,3.800
FUZZY,22,6,4.000,0.900,9.488
FUZZY,22,7,9.750,3.900,65.650
FUZZY,22,8,12.000,0.300,0.950
FUZZY,22,9,15.000,1.500,9.500
FUZZY,22,10,4.000,0.900,9.488
FUZZY,22,11,9.750,3.900,65.650
FUZZY,22,12,12.000,0.300,0.950
FUZZY,22,13,15.000,1.500,9.500
FUZZY,22,14,6.667,1.500,15.813
FUZZY,22,15,11.250,4.500,75.750
FUZZY,22,16,12.000,0.300,0.950
FUZZY,22,17,3.000,0.300,1.900
FUZZY,22,18,12.000,2.700,28.463
FUZZY,22,19,9.750,3.900,65.650
FUZZY,22,20,12.000,0.300,0.950
FUZZY,22,21,3.000,0.300,1.900
FUZZY,22,24,12.000,0.300,0.950
FUZZY,22,28,12.000,0.300,0.950
FUZZY,22,22,8.000,1.800,18.975
FUZZY,22,23,9.000,3.600,60.600
FUZZY,22,25,9.000,0.900,5.700
FUZZY,22,26,8.000,1.800,18.975
FUZZY,22,27,7.500,3.000,50.500
FUZZY,22,29,12.000,1.200,7.600
FUZZY,22,30,4.000,0.900,9.488
FUZZY,22,31,9.000,3.600,60.600
FUZZY,22,32,12.000,0.300,0.950
FUZZY,22,33,3.000,0.300,1.900
FUZZY,22,34,9.333,2.100,22.138
FUZZY,22,35,8.250,3.300,55.550
FUZZY,22,36,12.000,0.300,0.950
FUZZY,22,37,6.000,0.600,3.800
FUZZY,22,38,6.667,1.500,15.813
FUZZY,22,40,12.000,0.300,0.950
FUZZY,22,44,12.000,0.300,0.950
FUZZY,22,39,9.750,3.900,65.650
FUZZY,22,41,15.000,1.500,9.500
FUZZY,22,42,5.333,1.200,12.650
FUZZY,22,43,9.750,3.900,65.650
FUZZY,22,45,12.000,1.200,7.600
FUZZY,22,46,12.000,2.700,28.463
FUZZY,22,48,12.000,0.300,0.950
FUZZY,22,49,0.000,0.000,0.000
FUZZY,22,47,11.250,4.500,75.750
FUZZY,23,0,12.000,0.300,0.950
FUZZY,23,1,15.000,1.500,9.500
FUZZY,23,2,13.333,3.000,31.625
FUZZY,23,3,12.750,5.100,85.850
FUZZY,23,4,12.000,0.300,0.950
FUZZY,23,5,12.000,1.200,7.600
FUZZY,23,6,9.333,2.100,22.138
FUZZY,23,7,15.750,6.300,106.050
FUZZY,23,8,0.000,0.000,0.000
FUZZY,23,9,18.000,1.800,11.400
FUZZY,23,10,6.667,1.500,15.813
FUZZY,23,11,14.250,5.700,95.950
FUZZY,23,12,12.000,0.300,0.950
FUZZY,23,13,9.000,0.900,5.700
FUZZY,23,14,8.000,1.800,18.975
FUZZY,23,15,15.000,6.000,101.000
FUZZY,23,16,24.000,0.600,1.900
FUZZY,23,17,3.000,0.300,1.900
FUZZY,23,20,12.000,0.300,0.950
FUZZY,23,18,13.333,3.000,31.625
FUZZY,23,19,15.750,6.300,106.050
FUZZY,23,21,3.000,0.300,1.900
FUZZY,23,22,13.333,3.000,31.625
FUZZY,23,23,9.000,3.600,60.600
FUZZY,23,24,0.000,0.000,0.000
FUZZY,23,25,15.000,1.500,9.500
FUZZY,23,28,0.000,0.000,0.000
FUZZY,23,29,12.000,1.200,7.600
FUZZY,23,26,13.333,3.000,31.625
FUZZY,23,27,15.750,6.300,106.050
FUZZY,23,30,6.667,1.500,15.813
FUZZY,23,31,14.250,5.700,95.950
FUZZY,23,32,12.000,0.300,0.950
FUZZY,23,33,9.000,0.900,5.700
FUZZY,23,34,13.333,3.000,31.625
FUZZY,23,35,13.500,5.400,90.900
FUZZY,23,36,12.000,0.300,0.950
FUZZY,23,37,12.000,1.200,7.600
FUZZY,23,38,5.333,1.200,12.650
FUZZY,23,40,12.000,0.300,0.950
FUZZY,23,44,0.000,0.000,0.000
FUZZY,23,39,15.000,6.000,101.000
FUZZY,23,41,12.000,1.200,7.600
FUZZY,23,42,14.667,3.300,34.788
FUZZY,23,43,14.250,5.700,95.950
FUZZY,23,45,15.000,1.500,9.500
FUZZY,23,46,14.667,3.300,34.788
FUZZY,23,47,15.000,6.000,101.000
FUZZY,23,48,0.000,0.000,0.000
FUZZY,23,49,3.000,0.300,1.900
FUZZY,24,0,12.000,0.300,0.950
FUZZY,24,1,12.000,1.200,7.600
FUZZY,24,2,10.667,2.400,25.300
FUZZY,24,3,19.500,7.800,131.300
FUZZY,24,4,12.000,0.300,0.950
FUZZY,24,5,18.000,1.800,11.400
FUZZY,24,6,13.333,3.000,31.625
FUZZY,24,7,12.000,4.800,80.800
FUZZY,24,8,24.000,0.600,1.900
FUZZY,24,9,18.000,1.800,11.400
FUZZY,24,10,10.667,2.400,25.300
FUZZY,24,11,19.500,7.800,131.300
FUZZY,24,12,12.000,0.300,0.950
FUZZY,24,13,21.000,2.100,13.300
FUZZY,24,14,12.000,2.700,28.463
FUZZY,24,15,15.750,6.300,106.050
FUZZY,24,16,24.000,0.600,1.900
FUZZY,24,17,9.000,0.900,5.700
FUZZY,24,18,13.333,3.000,31.625
FUZZY,24,19,18.000,7.200,121.200
FUZZY,24,20,12.000,0.300,0.950
FUZZY,24,21,18.000,1.800,11.400
FUZZY,24,24,24.000,0.600,1.900
FUZZY,24,28,24.000,0.600,1.900
FUZZY,24,22,10.667,2.400,25.300
FUZZY,24,23,17.250,6.900,116.150
FUZZY,24,25,9.000,0.900,5.700
FUZZY,24,26,17.333,3.900,41.113
FUZZY,24,27,21.750,8.700,146.450
FUZZY,24,29,24.000,2.400,15.200
FUZZY,24,30,12.000,2.700,28.463
FUZZY,24,31,24.000,9.600,161.600
FUZZY,24,32,12.000,0.300,0.950
FUZZY,24,33,18.000,1.800,11.400
FUZZY,24,34,16.000,3.600,37.950
FUZZY,24,36,24.000,0.600,1.900
FUZZY,24,35,16.500,6.600,111.100
FUZZY,24,37,15.000,1.500,9.500
FUZZY,24,38,9.333,2.100,22.138
FUZZY,24,39,18.000,7.200,121.200
FUZZY,24,40,12.000,0.300,0.950
FUZZY,24,41,12.000,1.200,7.600
FUZZY,24,42,13.333,3.000,31.625
FUZZY,24,44,24.000,0.600,1.900
FUZZY,24,45,24.000,2.400,15.200
FUZZY,24,43,10.500,4.200,70.700
FUZZY,24,46,17.333,3.900,41.113
FUZZY,24,47,20.250,8.100,136.350
FUZZY,24,48,0.000,0.000,0.000
FUZZY,24,49,12.000,1.200,7.600
FUZZY,25,0,12.000,0.300,0.950
FUZZY,25,1,24.000,2.400,15.200
FUZZY,25,2,18.667,4.200,44.275
FUZZY,25,3,21.750,8.700,146.450
FUZZY,25,4,0.000,0.000,0.000
FUZZY,25,5,12.000,1.200,7.600
FUZZY,25,6,18.667,4.200,44.275
FUZZY,25,7,15.000,6.000,101.000
FUZZY,25,8,24.000,0.600,1.900
FUZZY,25,9,15.000,1.500,9.500
